,name,price_current,price_original,reviews_number,seller,score,brand,Series,Color,height_cm,width_cm,screen_size_in,resolution_x,resolution_y,proc_brand,Tipo de procesador,proc_speed_ghz,ram,Tecnología de la memoria,ram_type,ram_max,memory,Descripción del disco duro,memory_interface,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,gpu_ram,gpu_interface,Tipo de conexión inalámbrica,usb_2,usb_3,Tipo de unidad óptica,os,battery_wh,battery_cells,weight_kg,Número de modelo del producto,since
434,"Lenovo Ideapad 330 Laptop de 15.6"", antirreflejos HD premium, empresarial, (AMD A9-9425 hasta 3.7 GHz, 8 GB de memoria DDR4, 256 GB SSD, AMD Radeon R5 Graphic, DVD-RW, HDMI, Windows 10 Home), púrpura",13199.0,,278,Lenovo,4.0,Lenovo,Lenovo 330-15AST,,0.25,26.0,16.0,,,AMD,AMD A Series,3.1,8,DDR4,DDR4,,256,,Solid State,AMD Radeon R5 Graphic,Integrated,,,Integrado,802.11ac,,,,Windows 10,17,2.0,2.6,Ideapad 330 15,2019-09-20
435,"ASUS Transformer Book Flip TP200SA-DH01T-BL computadora portátil Azul Híbrido (2-en-1) 29.5 cm (11.6"") 1366 x 768 Pixeles Pantalla táctil 1.6 GHz Intel® Celeron® N3060 - Ordenador portátil (Intel® Celeron®, 1.6 GHz, 29.5 cm (11.6""), 1366 x 768 Pixeles, 4 GB, 32 GB)",,,42,Asus,2.7,Asus,TP200SA-DH01T-BL,Azul,0.18,20.1,12.0,1366,768,Intel,Intel Celeron,1.6,4,"A bordo, DDR3L-SDRAM",,4.0,32,,,Intel HD Graphics 400,No disponible,,,,"802.11a, 802.11b, 802.11g",1,,No,Windows 10 Home,38,2.0,1.7,TP200SA-DH01T-BL,2017-11-06
436,"Lenovo Chromebook S330 Portátil, visualización FHD de 14 Pulgadas (1920 x 1080), procesador MediaTek MT8173C, 4 GB DE RAM 64 GB, Negro de Negocios, 64GB + FHD Screen (1920 x 1080)",7726.86,,666,Lenovo,4.2,Lenovo,Ideapad S330,Negro de negocios,23.2,0.21,14.0,,,Mediatek,8032,2.1,4,LPDDR3,,64.0,64,,Solid State,,Integrated,Shared,,Integrado,802.11ac,,,None,Chrome,45,1.0,2.1,81JW0000US,2018-09-14
437,"LAPTOP GAMING DELL G7 17.3"", GEFORCE RTX 2060,  CORE i5 9 Gen. RAM 8GB, 1TB DD + 128SSD NEGRO (G717Vu_i5N8112860W10s_120)",29967.2,32499.0,1,Dell,5.0,Dell,COMDEL400,,37.5,7.7,17.0,,,Intel,Intel Core i5,2.3,8,,,256.0,1000,,,,,,,,802.11b/g,,2,,Windows 10,60,4.0,4.6,COMDEL400,2019-06-14
438,"Acer Chromebook 14, aluminio, 14 pulgadas, HD total, Intel Celeron Quad-Core N3160, 4 GB LPDDR3, 32 GB, Chrome, CB3 – 431-C5FM, Dorado cromado , Oro Lujoso",,,1619,Acer,4.1,Acer,CB3-431,Oro Lujoso,0.17,34.1,14.0,,,Intel,Intel Celeron,1.6,4,,DDR3,4.0,32,,,Intel HD Graphics,intel_hd,,,AGP,802.11ac,1,,,Chrome,39,3.0,2.2,CB3-431-C0AK,2016-08-06
439,"Lenovo LEGION Y530-15ICH Laptop 15.6"" FHD, Intel Core i7, 8GB RAM + Optane 16GB, 1TB HDD, Gráficos NVIDIA GTX 1050, Windows 10",,,16,Lenovo,4.2,Lenovo,LEGION Y530-15ICH,Black,38.0,13.0,16.0,,,Intel,Intel Core i7,2.2,8,DDR3,DDR,16.0,1024,,Serial ATA,NVIDIA® GeForce® GTX 1050,nvidia_geforce_gtx_1050,DDR3 SDRAM,4,,Bluetooth,3,4,,Windows 10,42,3.0,3.6,LEGION Y530-15ICH,2018-07-18
440,Laptop Gamer Asus ROG G531GT 15.6'' i7 8GB 512GB GTX 1650,33450.0,,62,Asus,4.4,Asus,G531GT-BI7N6,Negro,0.25,27.4,16.0,,,Intel,Intel Core i7,,8,,,8.0,512,,Solid State,NVIDIA GeForce GTX 1650,nvidia_geforce_gtx,GDDR5,8,Integrado,802.11ac,,,No Optical Drive,Windows 10,70,3.0,3.8,G531GT-BI7N6,2019-05-09
441,"Dell Notebook Inspiron, Pantalla15.6"", AMD Ryzen 3 3.6GHz, 4GB RAM, 1TB HDD, Windows 10 (I5575_R341TSW10s_119)",9799.0,11729.0,1,Dell,1.0,Dell,Inspiron,,0.1,38.0,16.0,,,AMD,None,3.6,4,,,32.0,1000,,,,,,,,802.11ac,,,,Windows 10,42,3.0,3.0,I5575_R341TSW10s_119,2018-09-03
442,"Asus ZenBook Laptop 2.66GHz computadora Negro PC, Plata | Antiparabrisas., 14''",,,6,Asus,3.7,Asus,Asus ZenBook 14,,0.15,19.8,14.0,,,Intel,Intel Core i5,3.9,8,DDR3,DDR3,8.0,256,,Solid State,Intel UHD Graphics 620,Integrated,Shared,,Integrado,"802.11b/n/ac, Bluetooth",1,2,None,Windows 10 Pro,50,3.0,2.2,UX433FA-XH54,2018-12-20
443,"HP Chromebook 11-v010nr Plata 29.5 cm (11.6"") 1366 x 768 Pixeles Intel® Celeron® N3060 4 GB LPDDR3-SDRAM 16 GB Flash - Ordenador portátil (Intel® Celeron®, 1.6 GHz, 29.5 cm (11.6""), 1366 x 768 Pixeles, 4 GB, 16 GB)",6089.46,9239.0,180,HP,4.2,HP,11-v010nr,Plata,0.18,28.6,12.0,1366,768,Intel,None,1.6,4,"A bordo, LPDDR3-SDRAM",,4.0,16,emmc,,integrated_graphics,No disponible,DDR3 SDRAM,,Integrado,802.11ac,1,,No,Chrome OS,43,3.0,1.5,11-v010nr,2017-10-21
444,"Dell I3467_i581TBW10s_219 NOTEBOOK_COMPUTER, 14"", Intel core_i5 3.1GHz, 8GB, 1000GB, Windows 10",17899.0,,5,Dell,4.6,Dell,Inspiron,,0.09,34.5,14.0,,,Intel,Intel Core i5,3.1,8,DDR4,DDR4,8.0,1000,,,,intel_hd,,,,802.11ac,,2,,Windows 10,40,4.0,2.7,I3467_i581TBW10s_219,2019-01-01
445,"Lenovo COMLEN8360 Laptop IdeaPad L340 Intel Core I5-9300H, 8 GB, 15.6 Pulgadas, Windows 10 Home, 1 TB",16999.0,19999.0,4,Lenovo,3.0,Lenovo,COMLEN8360,Negro,25.5,0.24,16.0,,,Intel,Core i5 Family,2.4,1,DRAM,DDR4,8.0,1000,Flash Memory Solid State,Serial ATA,NVIDIA GeForce GTX 1050,Integrated,DDR DRAM,,Integrado,802.11bgn,1,1,None,Windows 10 Home,5,3.0,3.2,Ideapad L340-15IRH,2019-08-26
446,"Samsung Chromebook 3, 11.6"", 4GB RAM, 16GB eMMC, Chromebook (XE500C13)",,,1387,Desconocido,4.3,Desconocido,Under 12,"Negro, Metálico",0.18,20.4,12.0,1366,768,Intel,Athlon Dual Core,1.6,4,LPDDR3-SDRAM,DDR3,4.0,16,Flash Memory Solid State,,,No disponible,,,Integrado,802.11g,1,2,No,Chrome OS,33,2.0,1.4,XE500C13-K04US,2017-05-12
447,Acer Laptop Aspire 1 A115-31-C23T Celeron N4000 4GB 64GB eMMC 15 HD Wind10,9499.0,,17,Acer,3.9,Acer,Aspire One,Negro,11.4,36.3,16.0,1366,768,Intel,Celeron N,1.1,4,DDR4,DDR4,,64,,Serial ATA-600,Intel UHD Graphics 600,Integrated,DDR4 SDRAM,,Integrado,Bluetooth,1,,No Optical Drive,Windows 10,52,3.0,2.6,Aspire 1,2019-11-01
448,"Lenovo Chromebook C340 - computadora portátil 15,6 "", visualización FHD (1920 x 1080), procesador Intel Core i3-8130U, Memoria RAM DDR4 de 4 GB, SSD de 64 GB, gráficos Intel UHD 620",14019.9,,6,Lenovo,4.8,Lenovo,Chromebook C340,Mineral Grey,0.19,24.9,16.0,,,Intel,Intel Core i3,2.2,4,DDR4,DDR4,4.0,,,Solid State,Intel UHD Graphics 620,Integrated,GDDR5,,Integrado,"801.11ac, Bluetooth",,,No Optical Drive,Chrome OS,56,4.0,2.8,81T90002UX,2019-10-15
449,"Lenovo Flex 14 2 en 1 portátil Convertible de 14 Pulgadas FHD (1920 x 1080) IPS Pantalla táctil, 81SS0006US, Negro, 14.0""",20490.0,,12,Lenovo,4.4,Lenovo,Flex 14,Negro,0.18,22.9,14.0,,,AMD,,,8,DDR4,DDR4,8.0,,,Solid State,AMD Radeon Vega 3,Integrated,GDDR5,,Integrado,"801.11ac, Bluetooth",,,No Optical Drive,Windows 10,45,4.0,2.2,81SS0006US,2019-09-26
450,"Asus C101PA-DB02 Tablet 10.1"", Wi-Fi, 500 GB, 4 GB RAM, Athlon Dual Core 1.6 GHz, DOS",,,431,Asus,4.0,Asus,ASUS,Metal,0.15,18.3,10.0,,,AMD,Athlon Dual Core,1.6,4,DDR3,,4.0,500,Flash Memory Solid State,Solid State,ARM Mali-T860 MP4,Dedicated,,,Integrado,802.11ac,1,2,None,DOS,38,2.0,1.4,C101PA-DB02,2017-11-20
451,"Laptop Asus ROG Strix Gaming 15,6'' RTX 2060,  512 GB 16GB RAM Windows 10 Home -Negro",,,356,Asus,4.0,Asus,ROG HERO II GL504,,0.25,26.2,16.0,,,Intel,,,16,DDR4,DDR4,32.0,512,,Solid State,NVIDIA GeForce RTX 2060,Dedicated,GDDR6,,PCI-E,"802.11a/b/g/n/ac, Bluetooth",,,No Optical Drive,Windows 10 Home,66,4.0,4.5,GL504GV-DS74,2019-02-08
452,"HP W6B87LT Portátil 14"" Notebook 240 G5, Intel Celeron N3060 1.6 GHz, 4 GB, 500 GB HDD, Windows 10 Home, Color Negro",,,4,HP,3.5,HP,ProBook,Negro,0.24,24.1,14.0,1366,768,Intel,Intel Celeron,2.4,4,DDR3L SDRAM,DDR3,8.0,500,SATA,ATA,,No disponible,,,,802.11ag,2,1,None,Windows 10 Home,2,,2.4,W6B87LT,2016-09-21
453,"Acer Chromebook Spin 13 CP713-1WN-53NF 2 en 1 convertible, 8.ª generación Intel Core i5-8250U, visualización táctil de resolución 2K, 8 GB LPDDR3, 128 GB eMMC, teclado retroiluminado, chasis de aluminio, Solo Chromebook, Gris Acero, 34.2 cm",21850.48,24049.0,145,Acer,4.2,Acer,Acer Chromebook,Gris Acero,0.17,31.0,14.0,,,Intel,,,4,,,8.0,128,,eSATA,8th Gen Intel (i5),Integrated,Shared,,Integrado,Bluetooth,,,None,Chrome OS,46,3.0,2.4,CP713-1WN-53NF,2018-10-23
454,"Dell - Inspiron 15.6"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 1TB Hard Drive - Platinum Silver",,,26,Dell.,3.7,Dell.,,,0.2,25.9,16.0,,,,Ryzen 5 2600H,,8,,SDRAM,,1000,,,,,,,,802.11ac,,,,,5,1.0,3.0,I5575-A214SLV-PUS,2018-07-28
455,"Asus VivoBook Core i7-9700K 3.6GHz 14"" Ultra Slim 200nits HD R420MA-DS06-BL 3.66GHz 14"" Ultra Slim 200nits HD R420MA-DS06-BL",,,8,Asus,2.2,Asus,R420MA-DS06-BL,,26.9,7.6,14.0,,,Intel,,,4,DDR4,,4.0,64,,eSATA,,Integrated,DDR4 SDRAM,,Integrado,802.11ac,,,None,Windows 10 Home,56,3.0,2.0,R420MA-DS06-BL,2019-06-18
456,"Dell I3585_R5825BW10s_120 Laptop con Pantalla de 15.6"", ( AMD 3.6 GHz, 8 GB RAM, 256 GB SSD, Windows 10), Color Negro",,,1,Dell,1.0,Dell,Inspiron,Negro,0.1,38.0,16.0,,,AMD,None,3.6,8,DDR4,DDR4,8.0,,,,AMD Radeon RX Vega 8,,,,,802.11ac,,2,,Windows 10,42,3.0,2.8,I3585_R5825BW10s_120,2019-02-18
457,"LAPTOP GAMING DELL ALIENWARE M15 15.6"", GEFORCE RTX 2060,  CORE i7 8 Gen. RAM 16GB, 1TB DD + 128SSD PLATA (A15OR_i716112860W10s_120)",54799.0,,,Alienware,,Alienware,Alienware m15,,0.1,36.3,16.0,,,Intel,Intel Core i7,4.1,16,,,16.0,1000,,,NVIDIA GeForce RTX 2060,,,,,802.11ac,,,,Windows 10,60,3.0,4.6,A15OR_i716112860W10s_120,2019-02-25
458,"ASUS Zenbook Flip E1108T. Intel Core i5 8th gen 8GB RAM. 256 SSD. Windows 10. 14"".Dorada",24999.0,,3,Asus,5.0,Asus,Asus,Icicle Dorado,29.3,9.0,14.0,,,Intel,Intel Core i5-3330S,1.6,8,,DDR,8.0,256,,Serial ATA,,,,,,Bluetooth,,3,,Windows 10,57,3.0,2.8,UX461UA-E1108T,2019-02-28
459,"Alienware Laptop Gaming, Pantalla de 17.3"", Intel Core i9-9900K 5.0GHz, 32GB RAM, 1TB HDD + 264GB SSD, con Windows 10 (A17SR_i932125680W10s_120)",99998.99,,1,Alienware,5.0,Alienware,Alienware Area 51m,,0.12,40.3,17.0,,,Intel,None,5.0,32,DDR4,DDR4,32.0,1000,,,,,,,,802.11ac,,,,Windows 10,90,3.0,8.2,A17SR_i932125680W10s_120,2019-02-25
460,"Laptop Dell Inspiron 5480, Pantalla 14"", Procesador Core i5 8a. Gen, 8GB RAM, 256 SSD, WIN 10, Plata, I5480_I58252GSW10S_219",21099.01,,2,Dell,4.5,Dell,Dell,Negro,36.0,8.0,14.0,,,Intel,Intel Core i5-3330S,1.6,8,DDR4,DDR4,32.0,,,,,,,,,Bluetooth,,3,,Windows 10,42,3.0,2.4,I5480_I58252GSW10S_219 F02M4,2019-02-18
461,"2019 Newest Lenovo IdeaPad 15.6"" HD High Performance Laptop PC |7th Gen AMD A9-9425 Dual-Core 3.10 GHz| 4GB RAM | 128GB SSD | 802.11ac | Bluetooth | DVD+/-RW | HDMI | Win 10",,,1161,Lenovo,4.0,Lenovo,130-15AST,Negro,0.23,25.4,16.0,,,Intel,AMD A Series,3.1,4,,DDR4,4.0,128,,Solid State,AMD Radeon R5,amd_radeon_r5,DDR3 SDRAM,2,Integrado,802.11ac,,,No Optical Drive,Windows 10 Home,25,4.0,2.6,81H5002FUS,2019-03-27
462,"Lenovo Thinkpad L480 Parent 3GHz E5420 Torre Puesto de Trabajo, 8GB|256GB PCIe SSD",,,269,Lenovo,4.0,Lenovo,Lenovo 330-15AST,,0.25,26.0,14.0,1366,768,AMD,,,8,DDR4,DDR4,8.0,256,,Solid State,AMD Radeon R5 Graphic,Integrated,DDR3 SDRAM,,Integrado,"Bluetooth, 802.11ac",,,DVD-RW,Windows 10,48,3.0,2.7,Ideapad 330 15,2019-11-21
463,"Microsoft New Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i5 - 8GB Memory - 128GB Solid State Drive (Latest Model) – Platinum with Alcantara",,,61,Microsoft,4.3,Microsoft,Surface Laptop,Platinum,25.4,5.1,14.0,,,,Intel Core i5,,8,,,,128,,,,,,,Integrado,,,,,,49,6.0,2.3,VGY-00001,2019-10-09
464,"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 10th Gen Intel Core i3-10110U, 4GB DDR4, 128GB PCIe NVMe SSD, Intel Wi-Fi 6 AX201 802.11ax, Backlit KB, Windows 10 in S Mode, A515-54-37U3",16950.0,,62,Acer,4.0,Acer,A515-54-37U3,Silver,0.18,25.0,16.0,,,Intel,Intel Core i3,4.1,4,DDR4,DDR4,20.0,128,,Solid State,Intel UHD Graphics 620,Integrated,Shared,,Integrado,802.11ax,1,,No Optical Drive,Windows 10,38,4.0,2.6,A515-54-37U3,2019-12-17
465,"2020 HP 15.6"" Touchscreen Laptop Computer 10th Gen Intel Quard-Core i7 1065G7 up to 3.9GHz 8GB DDR4 RAM 512GB PCIe SSD 802.11ac WiFi Bluetooth 4.2 USB 3.1 Type-C HDMI Silver Win10",,,2,HP,5.0,HP,Hp 15 Laptop,,0.18,24.2,16.0,1366,768,Intel,Intel Core i7,1.3,8,DDR4,DDR4,,512,,Solid State,Intel Iris Plus Graphics,intel_iris,,,PCI-E,"802.11b/g, 802.11ac, 802.11bgn, 802.11b",,,,Windows 10,42,3.0,2.2,15-dy,2020-01-13
466,"11.6"" CB 11 G5 N3060 2G 16GB",8390.0,,62,HP,4.0,HP,X9U01UT#ABA,Negro,0.18,20.6,12.0,1366,768,Intel,8032,1.6,2,LPDDR3 SDRAM,,4.0,,Flash Memory Solid State,Solid State,Intel HD Graphics 400,Integrated,Shared,,Integrado,802.11abg,,,None,Chrome,43,2.0,1.8,"HP 11.6"" Chromebook 11",2016-08-09
467,"Acer Spin 3 Convertible Laptop, 14"" Full HD IPS Touch, 8th Gen Intel Core I5-8265U, 8GB DDR4, 256GB PCIe Nvme SSD, Recargable Active Stylus, Windows 10 Home, SP314-53N-53SH",19590.66,,9,Acer,4.5,Acer,SP314-53N-53SH,,0.2,23.9,14.0,,,Intel,Intel Core i5,3.9,8,DDR4,,16.0,256,,Solid State,,Integrated,Shared,,Integrado,802.11ac,1,,None,Windows 10 Home,54,3.0,2.4,SP314-53N-53SH,2019-09-11
468,"LAPTOP GAMING DELL ALIENWARE 15 15.6"", GEFORCE GTX 1060,  CORE i5 8 Gen. RAM 8GB, 1TB DD + 8GB SSD PLATA (A15CFL_i581T60W10s_119)",50479.15,53358.67,1,Dell,5.0,Dell,Alienware,,0.1,38.9,16.0,,,Intel,None,2.3,8,DDR4,DDR4,32.0,1024,,,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,,,,802.11ac,,3,,Windows 10,42,,5.9,A15CFL_i581T60W10s_119,2018-05-11
469,"Acer SP314-51-3704 Notebook_Computer, Bluetooth+ Wi-Fi, 14inches, Intel Core_i3_8130u 2.2GHz, 4GB,, 1000GB, Windows 10,",13899.0,,,Acer,,Acer,Spin,,0.21,33.5,14.0,,,Intel,Core i3 8130U,2.2,4,,,4.0,1000,,,,,,,Integrado,802.11ab,,2,,Windows 10,45,3.0,2.4,SP314-51-3704,2018-08-16
470,"Laptop Microsoft Surface - Platino, Intel Core i7, 16GB RAM, 1TB",,,545,Microsoft,4.3,Microsoft,Microsoft,Platinum,34.0,25.3,14.0,,,AMD,Athlon Dual Core,1.9,16,DDR3,,4.0,500,,Solid State,,,,,Integrado,802.11g,,2,None,DOS,45,1.0,2.3,EUP-00001,2018-06-08
471,"Lenovo Legion Y7000 Gaming Laptop, 15.6"" FHD (1920 x 1080) IPS Anti-Glare Laptop (Intel Core i5-8300H Processor, 8 GB DDR4 2666 MHz, 1 TB HDD + 128 GB PCIe SSD, Windows 10 Home) 81LD0007US, Black",26930.47,,,Lenovo,,Lenovo,,black,26.7,0.27,16.0,,,Intel,,2.3,8,,,8.0,1000,,Serial ATA,NVIDIA GeForce GTX 1050,,,,Integrado,,,,None,Windows 10 Home,52,1.0,4.1,81LD0007US,2019-02-03
472,"SAMSUNG Chromebook 4 Chrome OS 11.6"" HD Intel Celeron Procesador N4000 4GB RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US, Plateado, 15 Pulgadas",,,46,Samsung,4.6,SAMSUNG,Chromebook 4+,Plateado,0.17,24.5,16.0,,,Intel,Celeron N3450,1.1,4,,DDR4,4.0,32,,Ethernet,Intel Celeron Processor N4000,Integrated,Shared,,Integrado,801.11ac,,,No Optical Drive,Chrome OS,39,2.0,2.3,XE350XBA-K01US,2019-09-27
473,"Lenovo IdeaPad C340-15IWL NOTEBOOK_COMPUTER,Bluetooth+ Wi-Fi,15.6inches,Intel core_i5 2.1GHz,4GB,DDR3,1000GB,Windows 10,Plata",14999.0,16999.0,4,Lenovo,3.0,Lenovo,ideaPad C340-15IWL,Plata,25.0,0.2,16.0,,,Intel,Intel Core i5,2.1,4,DDR3,DDR4,16.0,1000,,,,,,,Integrado,802.11bgn,,2,None,Windows 10,5,3.0,2.8,IdeaPad C340-15IWL,2019-08-26
474,"HP 14-df0023cl Portátil 35.6 cm (14"") 1920 x 1080 Pixeles 2.2 GHz 8ª generación de procesadores Intel® Core™ i3 i3-8130U - Ordenador portátil (8ª generación de procesadores Intel® Core™ i3, 2.2 GHz, 35.6 cm (14""), 1920 x 1080 Pixeles, 4 GB, 128 GB)",13350.0,,23,HP,4.9,HP,14-df0023cl,Plateado,0.2,22.6,14.0,1920,1080,Intel,Intel Core i3,2.2,4,DDR4-SDRAM,DDR,,128,,Solid State,Intel UHD Graphics 620,No disponible,,,,"802.11b, 802.11g",1,,No,Windows 10 Home,5,3.0,2.0,5JV97UA,2018-08-28
475,"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, AMD Ryzen 7 3700U, RX Vega 10 Graphics, 8GB DDR4, 512GB SSD, Teclado retroiluminado, Windows 10 Home, A515-43-R6DE",17878.19,,15,Acer,4.0,Acer,A515-43-R6DE,Plateado,0.18,24.7,16.0,,,AMD,AMD Ryzen 7,4.0,8,DDR4,DDR4,16.0,512,,Solid State,AMD Radeon RX Vega 10,Integrated,Shared,,Integrado,802.11ac,2,,No Optical Drive,Windows 10 Home,38,3.0,2.6,A515-43-R6DE,2019-11-18
476,"Lenovo Yoga Book 10.1"" Tablet (Intel Atom, 4GB RAM, 64GB SSD, Android), Gunmetal ZA0V0035US 10.1"" Tablet PC, Solo Tableta, Gunmetal Grey, Android OS",12683.5,,670,Lenovo,3.8,Lenovo,Yoga Book,Gunmetal Grey,0.1,17.1,10.0,,,Intel,Intel Atom,2.4,4,,DDR3,4.0,64,,,integrated_graphics,Integrated,,,,,1,,None,Android 6.0,102,1.0,1.5,ZA0V0035US,2017-03-09
477,"Laptop Lenovo Modelo 310-14ISK Ideapad, Pantalla de 14"", Intel Core i3-6006U. 4 GB RAM, 1 TB Disco Duro, Color Plata",11499.0,,30,Lenovo,3.6,Lenovo,IdeaPad 310,,47.7,7.1,14.0,,,Intel,Intel Core i3,2.0,4,,,4.0,1,1024 GB Mechanical Hard Drive,,integrated_graphics,,,,,802.11ac,1,2,,Windows 10,45,,2.5,80SX002KUS,2017-07-18
478,"Huawei Matebook D 14"", Amd Ryzen, Windows 10, Ssd 512 Gb 8Gb Ram, Color Plateado (Mystic Silver)",14999.0,16999.0,5,Huawei,4.5,HUAWEI,"MateBook D 14""",Blanco,,,14.0,,,,,,8,,,,,,,AMD Radeon RX Vega 8,,,,,,,,,Windows,,1.0,2.1,,2020-01-31
479,"HP 13-ag0002la Laptop 13.3"" FHD Táctil, AMD Ryzen 5 2500U 2.0GHz, 8GB RAM, 256 SSD, Gráficos AMD Radeon Vega, Windows 10",19999.0,,62,HP,4.4,HP,13-ag0002la,Negro,0.15,21.5,13.0,,,AMD,None,3.2,8,,,8.0,,,,,,,,,802.11bgn,,3,,Windows 10,53,,2.4,13-ag0002la,2018-08-01
480,"BIT W11046APB Core+ Windows 10 PC Desmontable, Cherry Trail CPU, 4GB RAM 64GB Almacenamiento, HD Touchscreen 11.6"", Negro, Plateado, 11-11.99 Inches",5954.7,,3,BIT,2.7,BIT,W11046APS,Silver,0.17,18.3,12.0,,,Intel,Atom Z8300,1.44,4,DDR3L,,4.0,64,,,Intel HD Graphics,Integrated,,,,Bluetooth,2,,None,Windows 10 Home,31,,2.0,W11046APS,2016-10-03
481,"HP ENVY x360 Convertible, Pantalla de 15"" FHD, Procesador Intel core 8ª generación, 12GB RAM, 1TB HDD, Sistema operativo Windows 10, Color Silver (15-cn0001la)",27999.01,,7,HP,3.9,HP,HP ENVY x360 Convertible,,0.19,35.9,16.0,,,Intel,Intel Core i5,1.6,8,,,8.0,,,,,,,,,802.11bgn,,3,,Windows 10,41,,3.3,15-cn0001la,2018-06-01
482,"2020 HP Chromebook x360 Laptop Computer 8th Gen Intel Core i3-8130U up to 3.4GHz (Beat i5-7200U) 8GB DDR4 RAM 64GB eMMC 14"" FHD 2-in-1 Touchscreen 802.11ac WiFi Bluetooth 4.2 Type-C Chrome OS",18490.0,,26,HP,4.4,HP,Chromebook,,0.15,21.8,14.0,1920,1080,Intel,Intel Core i3,2.2,8,"SDRAM, DDR4",DDR4,,64,,Solid State,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Chrome OS,42,3.0,2.1,x360,2019-12-06
483,"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 10th Gen Intel Core i5-10210U, NVIDIA GeForce MX250, 8GB DDR4, 512GB PCIe NVMe SSD, Intel Wi-Fi 6 AX201 802.11ax, Backlit KB, A515-54G-53H6",18123.17,,65,Acer,4.2,Acer,A515-54G-53H6,Silver,0.18,25.0,16.0,,,Intel,Intel Core i5,4.2,8,DDR4,DDR4,20.0,512,,Solid State,NVIDIA GeForce MX250,Dedicated,GDDR5,,Integrado,802.11ax,1,,No Optical Drive,Windows 10 Home,38,4.0,2.7,A515-54G-53H6,2019-11-07
484,"ASUS ZenBook 13 Ultra-Slim Laptop, 13.3 pulgadas, Full HD, 8ª generación Intel i5 8250U Procesador, 8GB RAM, 256GB M.2 SSD, Teclado retroiluminado, Lector de huellas dactilares, Windows 10, Gris, UX330UA-AH55, versión 2018 | dorado, 2018 Version | Gold, 13-13.99 inches",22399.0,,696,Asus,3.8,Asus,,Icicle Gold,0.13,21.6,13.0,,,Intel,Intel Core i5,1.6,8,LPDDR3,DDR3,8.0,256,,Solid State,Intel UHD Graphics 620,Integrated,,,,"802.11a, Bluetooth",,,None,Windows 10 Home,50,4.0,1.9,UX331UA-AS51,2018-08-31
485,"ASUS Zenbook GV412T. Intel Core i5. 8GB RAM. 256 SSD. Windows 10. 14"". Gris Metálico",20999.0,,4,Asus,3.0,Asus,ASUS Zenbook,Grey-Metal,0.16,32.4,14.0,,,Intel,Intel Core i5,1.6,8,DDR3,DDR3,8.0,256,,,,,,,,802.11bgn,,1,,Windows 10,45,,2.6,UX430UA-GV412T,2018-03-26
486,"Laptop Dell Inspiron 5481 2en1 14” Pantalla Táctil,  Core i3 8a. Gen. 4GB RAM 1TB DD, Win 10, Plata -  I5481_i3T41TSW10s_219",11699.0,13699.01,4,Dell,3.1,Dell,Inspiron,,0.1,33.6,14.0,,,Intel,Intel Core i3,3.9,4,,,4.0,1000,,,,,,,,802.11ac,,2,,Windows 10,42,3.0,2.6,I5481_i3T41TSW10s_219_LC,2019-02-18
487,"Lenovo - 330S-15-15.6"" HD - Core i3-8130U - 4GB - 128GB SSD - Blue",,,49,Lenovo,4.3,Lenovo,81F5018EUS,Azul,0.11,35.9,16.0,1366,768,Intel,Core i3 8130U,2.2,4,,DDR4,,128,,Solid State,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Windows 10 S,35,2.0,2.4,330S-15IKB - 81F5018EUS,2019-05-09
488,"MSI Modern 14 A10RB-645MX 14"" 60Hz FHD Content Creator Laptop, Intel Core I7-10510U, 8GB RAM, MX250 2GB, 512GB SSD, Win10 Home",27999.2,,1,MSI,5.0,MSI,Modern 14,Gris,22.2,0.16,14.0,,,Intel,Intel Core i7,1.8,2,DDR,DDR,32.0,,,,,,,,,802.11ac,,2,,Windows 10,50,,2.7,Modern 14 A10RB-645MX,2019-10-01
489,"Lenovo Laptop IdeaPad L340-15API 15.6"", AMD RYZEN 5, RAM 8GB,2TB HDD Abyss Blue",12745.0,13999.0,2,Lenovo,5.0,Lenovo,Ideapad L340-15API,Azul Profundo,0.23,36.3,16.0,,,AMD,AMD R Series,2.0,8,DDR4,SODIMM,,2,,ATA,,,,,,,,,,Windows 10 Home,4000,4.0,2.6,L340-15API,2020-01-10
490,"Asus Chromebook 11.6"", Intel Dual-Core Celeron N3350 Procesador (hasta 2,4 GHz) 4 GB de RAM, 32 GB de Almacenamiento eMMC, Gris, 11-11.99 Inches",6439.65,,77,Asus,3.8,Asus,Chromebook C223,gris,0.18,19.8,12.0,,,Intel,Celeron N3350,2.4,4,,DDR4,4.0,32,,Solid State,Intel HD Graphics 500,,Shared,,Integrado,"802.11a/b/g/n/ac, Bluetooth",,,None,Chrome OS,21,2.0,1.6,C223NA-DH02,2019-01-03
