name,price_current,price_original,reviews_number,seller,score,Marca,Series,Color,Alto del producto,Ancho del producto,Tamaño de la pantalla,Resolución de la pantalla,Marca del procesador,Tipo de procesador,Velocidad del procesador,Tamaño de RAM,Tecnología de la memoria,Tipo de memoria del equipo,Memoria máxima compatible,Tamaño de la unidad de disco duro,Descripción del disco duro,Interfaz de la unidad de disco duro,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,Tamaño de RAM de la tarjeta gráfica,Interfaz de la tarjeta gráfica,Tipo de conexión inalámbrica,Número de puertos USB 2.0,Número de puertos USB 3.0,Tipo de unidad óptica,Sistema operativo,Lithium Battery Energy Content,Number of Lithium Ion Cells, ,Peso del envío,Número de modelo del producto,Producto en Amazon.com.mx desde
"
                
                    
                    
                

                
                    
                    
                        HP ENVY x360 Convertible, Pantalla de 15"" FHD, Procesador Intel core 8ª generación, 12GB RAM, 1TB HDD, Sistema operativo Windows 10, Color Silver (15-cn0001la)
                    
                

                
                    
                    
                
            ","$27,999.01",,7 calificaciones,HP,3.9 de 5 estrellas,HP,HP ENVY x360 Convertible,,19 millimeters,35.9 centimeter,15.6 inches,,Intel,Intel Core i5,1.6 GHz,8 GB,,,8 GB,,,,,,,,,802.11bgn,,3,,Windows 10,41 watt_hours,, ,3.3 Kg,15-cn0001la,1 de junio de 2018
"
                
                    
                    
                

                
                    
                    
                        2020 HP Chromebook x360 Laptop Computer 8th Gen Intel Core i3-8130U up to 3.4GHz (Beat i5-7200U) 8GB DDR4 RAM 64GB eMMC 14"" FHD 2-in-1 Touchscreen 802.11ac WiFi Bluetooth 4.2 Type-C Chrome OS
                    
                

                
                    
                    
                
            ","$18,490.00",,26 calificaciones,HP,4.4 de 5 estrellas,HP,Chromebook,,15 millimeters,21.8 centimeter,14 inches,1920x1080,Intel,Intel Core i3,2.20 GHz,8 GB,"SDRAM, DDR4",DDR4 SDRAM,,64 GB,,Solid State,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Chrome OS,42 watt_hours,3, ,2.1 Kg,x360,6 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 10th Gen Intel Core i5-10210U, NVIDIA GeForce MX250, 8GB DDR4, 512GB PCIe NVMe SSD, Intel Wi-Fi 6 AX201 802.11ax, Backlit KB, A515-54G-53H6
                    
                

                
                    
                    
                
            ","$18,123.17",,65 calificaciones,Acer,4.2 de 5 estrellas,Acer,A515-54G-53H6,Silver,18 millimeters,25 centimeter,15.6 inches,,Intel,Intel Core i5,4.2 GHz,8 GB,DDR4,DDR4 SDRAM,20 GB,512 GB,,Solid State,NVIDIA GeForce MX250,Dedicated,GDDR5,,Integrado,802.11ax,1,,No Optical Drive,Windows 10 Home,3220 milliamp_hours,4, ,2.7 Kg,A515-54G-53H6,7 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        ASUS ZenBook 13 Ultra-Slim Laptop, 13.3 pulgadas, Full HD, 8ª generación Intel i5 8250U Procesador, 8GB RAM, 256GB M.2 SSD, Teclado retroiluminado, Lector de huellas dactilares, Windows 10, Gris, UX330UA-AH55, versión 2018 | dorado, 2018 Version | Gold, 13-13.99 inches
                    
                

                
                    
                    
                
            ","$22,399.00",,696 calificaciones,Asus,3.8 de 5 estrellas,Asus,,Icicle Gold,13 millimeters,21.6 centimeter,13.3 inches,,Intel,Intel Core i5,1.6 GHz,8 GB,LPDDR3,DDR3 SDRAM,8 GB,256 GB,,Solid State,Intel UHD Graphics 620,Integrated,,,,"802.11a, Bluetooth",,,None,Windows 10 Home,50 watt_hours,4, ,1.9 Kg,UX331UA-AS51,31 de agosto de 2018
"
                
                    
                    
                

                
                    
                    
                        ASUS Zenbook GV412T. Intel Core i5. 8GB RAM. 256 SSD. Windows 10. 14"". Gris Metálico
                    
                

                
                    
                    
                
            ","$20,999.00",,4 calificaciones,Asus,3.0 de 5 estrellas,Asus,ASUS Zenbook,Grey-Metal,16 millimeters,32.4 centimeter,14 inches,,Intel,Intel Core i5,1.6 GHz,8 GB,DDR3,DDR3 SDRAM,8 GB,256 GB,,,,,,,,802.11bgn,,1,,Windows 10,45 watt_hours,, ,2.6 Kg,UX430UA-GV412T,26 de marzo de 2018
"
                
                    
                    
                

                
                    
                    
                        Laptop Dell Inspiron 5481 2en1 14” Pantalla Táctil,  Core i3 8a. Gen. 4GB RAM 1TB DD, Win 10, Plata -  I5481_i3T41TSW10s_219
                    
                

                
                    
                    
                
            ","$11,699.00"," $13,699.01",4 calificaciones,Dell,3.1 de 5 estrellas,Dell,Inspiron,,10 millimeters,33.6 centimeter,14 inches,,Intel,Intel Core i3,3.9 GHz,4 GB,,,4 GB,1000 GB,,,,,,,,802.11ac,,2,,Windows 10,42 watt_hours,3, ,2.6 Kg,I5481_i3T41TSW10s_219_LC,18 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo - 330S-15-15.6"" HD - Core i3-8130U - 4GB - 128GB SSD - Blue
                    
                

                
                    
                    
                
            ",,,49 calificaciones,Lenovo,4.3 de 5 estrellas,Lenovo,81F5018EUS,Azul,11 millimeters,35.9 centimeter,15.6 inches,1366x768,Intel,Core i3 8130U,2.20 GHz,4 GB,,DDR4 SDRAM,,128 GB,,Solid State,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Windows 10 S,35 watt_hours,2, ,2.4 Kg,330S-15IKB - 81F5018EUS,9 de mayo de 2019
"
                
                    
                    
                

                
                    
                    
                        MSI Modern 14 A10RB-645MX 14"" 60Hz FHD Content Creator Laptop, Intel Core I7-10510U, 8GB RAM, MX250 2GB, 512GB SSD, Win10 Home
                    
                

                
                    
                    
                
            ","$27,999.20",,1 calificación,MSI,5.0 de 5 estrellas,MSI,Modern 14,Gris,22.2 centimeter,16 millimeters,14 inches,,Intel,Intel Core i7,1.8 GHz,2 GB,DDR,DDR SDRAM,32 GB,,,,,,,,,802.11ac,,2,,Windows 10,50 watt_hours,, ,2.7 Kg,Modern 14 A10RB-645MX,1 de octubre de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo Laptop IdeaPad L340-15API 15.6"", AMD RYZEN 5, RAM 8GB,2TB HDD Abyss Blue
                    
                

                
                    
                    
                
            ","$12,745.00"," $13,999.00",2 calificaciones,Lenovo,5.0 de 5 estrellas,Lenovo,Ideapad L340-15API,Azul Profundo,23 millimeters,36.3 centimeter,15.6 inches,,AMD,AMD R Series,2 GHz,8 GB,DDR4,SODIMM,,2 TB,,ATA,,,,,,,,,,Windows 10 Home,4 kilowatt_hours,4, ,2.6 Kg,L340-15API,10 de enero de 2020
"
                
                    
                    
                

                
                    
                    
                        Asus Chromebook 11.6"", Intel Dual-Core Celeron N3350 Procesador (hasta 2,4 GHz) 4 GB de RAM, 32 GB de Almacenamiento eMMC, Gris, 11-11.99 Inches
                    
                

                
                    
                    
                
            ","$6,439.65",,77 calificaciones,Asus,3.8 de 5 estrellas,Asus,Chromebook C223,gris,18 millimeters,19.8 centimeter,11.6 inches,,Intel,Celeron N3350,2.4 GHz,4 GB,,DDR4 SDRAM,4 GB,32 GB,,Solid State,Intel HD Graphics 500,,Shared,,Integrado,"802.11a/b/g/n/ac, Bluetooth",,,None,Chrome OS,21 watt_hours,2, ,1.6 Kg,C223NA-DH02,3 de enero de 2019
"
                
                    
                    
                

                
                    
                    
                        Huawei Matebook X Pro New - Computadora portátil táctil 13.9"" 3K (Intel Core i7-8565U, 8GB RAM + 512GB SSD, Nvidia GeForce MX250, Windows 10), Color Space Grey
                    
                

                
                    
                    
                
            ","$34,999.00",,6 calificaciones,Huawei,4.2 de 5 estrellas,HUAWEI,Matebook X Pro 2020,,,,13.9 inches,,,,,512 GB,,,,,,,NVIDIA GeForce MX250,,,,,,,,,Windows,,1, ,2.5 Kg,,14 de enero de 2020
"
                
                    
                    
                

                
                    
                    
                        ASUS VivoBook BV123T. Intel Core i3. 8GB RAM. 256 SSD. Windows 10. 14"". Gris
                    
                

                
                    
                    
                
            ","$14,999.01",,5 calificaciones,Asus,5.0 de 5 estrellas,Asus,ASUS VivoBook,TRANSPARENT SILVER,32.2 centimeter,21 centimeter,14 inches,,Intel,None,2.3 GHz,8 GB,,,,,,,,,,,,802.11ac,,,,Windows 10,2.3 watt_hours,1, ,3 Kg,X420UA-BV123T,15 de abril de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus Laptop ZenBook 13"", Core i5, 8GB RAM, 512GB SSD, UX333FA-A4195T
                    
                

                
                    
                    
                
            ","$23,999.00",,,Asus,,Asus,UX333FA-A4195T,,,,13 inches,,Intel,Core i5 8250U,1.6 GHz,8 GB,DDR4,,8 GB,8 GB,Unidad híbrida,PCIE x 2,,Integrada,DDR4 SDRAM,,Integrado,,1,2,Ninguno,Windows 10,1 kilowatt_hours,1, ,2.1 Kg,,10 de marzo de 2020
"
                
                    
                    
                

                
                    
                    
                        Lenovo Legion Y540-15IRH NOTEBOOK_COMPUTER,Bluetooth+ Wi-Fi,15.6inches,Intel core_i7 2.6GHz,12GB,DDR3,1000GB,Windows 10,Negro
                    
                

                
                    
                    
                
            ","$31,499.00"," $38,999.00",2 calificaciones,Lenovo,4.5 de 5 estrellas,Lenovo,Legion Y540-15IRH,Negro,26.7 centimeter,25 millimeters,15.6 inches,,Intel,Intel Core i7,2.6 GHz,12 GB,DDR3,DDR4 SDRAM,32 GB,1000 GB,,,,nvidia_geforce_gtx,,,PCI,802.11bgn,,1,None,Windows 10,5 watt_hours,3, ,4 Kg,Legion Y540-15IRH,26 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Laptop Lenovo V330 Intel Core I5-8250U, Windows 10 Pro 64 bit, RAM 4GB, HDD 1TB, Tarjeta de Video Intel UHD Graphics 620, 14"", Color Gris Hierro
                    
                

                
                    
                    
                
            ","$12,499.00"," $14,999.00",,Lenovo,,Lenovo,Lenovo V330,Iron Grey,23 millimeters,34.3 centimeter,14 inches,,LENOVO,Intel Core i3,1.6 GHz,4 GB,,DDR4 SDRAM,16 GB,,,,Intel UHD Graphics 620,,,,,802.11g,,2,,W10 PRO STD,3 watt_hours,3, ,2.4 Kg,81B00011LM,21 de septiembre de 2018
"
                
                    
                    
                

                
                    
                    
                        HP 2020 15 15.6"" HD Touchscreen Premium Laptop – 10th Gen Intel Core i5-1035G1, 16GB DDR4, 512GB SSD, USB Type-C, HDMI, Windows 10 – Plata W
                    
                

                
                    
                    
                
            ","$20,890.00",,280 calificaciones,HP,4.2 de 5 estrellas,HP,HP i5 touch,,,,15.6 inches,,Intel,Core i5 Family,3.6 GHz,16 GB,DDR4,DDR4 SDRAM,16 GB,512 GB,,Solid State,Intel Graphics_coprocessor,Dedicated,DDR4 SDRAM,,Integrado,"802.11ac, Bluetooth",,,No Optical Drive,Windows 10 Home,35 watt_hours,3, ,2.4 Kg,,10 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus VivoBook L203MA Ultra-Thin Laptop, 11.6” HD, Intel Celeron N4000 Processor (up to 2.6 GHz), 4GB RAM, 64GB eMMC, USB-C, Windows 10 in S Mode, One Year of Microsoft Office 365, L203MA-DS04
                    
                

                
                    
                    
                
            ","$7,582.16",,876 calificaciones,Asus,4.1 de 5 estrellas,Asus,ASUS VivoBook L203,,17 millimeters,19.3 centimeter,11.6 inches,,,Intel Celeron,,4 GB,,DDR4 SDRAM,,64 GB,,,,,,,Integrado,"802.11a/b/g/n/ac, Bluetooth",,,,,38 watt_hours,2, ,1.5 Kg,L203MA-DS04,24 de abril de 2019
"
                
                    
                    
                

                
                    
                    
                        SAMSUNG Chromebook 4 Chrome OS 11.6"" HD Intel Celeron Procesador N4000 4GB RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US, Portátil , 28 cm
                    
                

                
                    
                    
                
            ","$6,469.25",,33 calificaciones,Samsung,4.2 de 5 estrellas,SAMSUNG,Chromebook 4,,17 millimeters,20.2 centimeter,11.6 inches,,,,,4 GB,,DDR4 SDRAM,4 GB,,,,Intel Celeron Processor N4000,Integrated,Shared,,Integrado,801.11ac,,,No Optical Drive,Chrome OS,39 watt_hours,2, ,1.7 Kg,XE310XBA-K01US,14 de octubre de 2019
"
                
                    
                    
                

                
                    
                    
                        ASUS Laptop BV270T. Core i3. 4GB RAM+16 OPTANE. 1TBHDD. 14"" Gris
                    
                

                
                    
                    
                
            ","$11,449.00",,7 calificaciones,Asus,4.1 de 5 estrellas,Asus,ASUS Laptop,Stary Grey IMR with hairline,32.8 centimeter,24.6 centimeter,14 inches,,Intel,None,2.3 GHz,4 GB,,,,,,,,,,,,802.11bgn,,1,,Windows 10,2.3 watt_hours,1, ,2.2 Kg,X407UA-BV270T,15 de abril de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus Chromebook C423NA-DH02 computadora portátil Plata 35.6 cm (14"") 1.10 GHz Intel® Celeron® N3350 - Ordenador portátil (Intel® Celeron®, 1.10 GHz, 35.6 cm (14""), 4 GB, 32 GB, Chrome OS)
                    
                

                
                    
                    
                
            ","$7,365.84",,633 calificaciones,Asus,3.9 de 5 estrellas,Asus,C423NA-DH02,Plata,15 millimeters,22.9 centimeter,14 inches,,Intel,,1.1 GHz,4 GB,LPDDR4-SDRAM,DDR4 SDRAM,8 GB,32 GB,,Serial ATA,Intel HD Graphics 500,No disponible,Shared,,Integrado,802.11ac,,,No,Chrome OS,38 watt_hours,2, ,2.1 Kg,C423NA-DH02,16 de octubre de 2018
"
                
                    
                    
                

                
                    
                    
                        LAPTOP GAMING DELL G3 15.6"", GEFORCE GTX 1650,  CORE i5 9 Gen. RAM 8GB, 512 SSD BLANCO (G3590W_i585121650W10s_520)
                    
                

                
                    
                    
                
            ","$21,999.00"," $23,499.00",14 calificaciones,Dell,4.8 de 5 estrellas,Dell,Gaming G3 15,,9 millimeters,36.6 centimeter,15.6 inches,,Intel,Intel Core i5,4.1 GHz,8 GB,,,32 GB,,,,,,,,,802.11ac,,,,Windows 10,51 watt_hours,3, ,3.5 Kg,G3590W_i585121650W10s_520,5 de agosto de 2019
